accident_severity,time,day_of_week,road_surface_type,light_conditions,weather_conditions,type_of_collision,area_accident_occured
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,17:20:00,Tuesday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,17:10:00,Wednesday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,19:08:00,Tuesday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,20:01:00,Sunday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,9:24:00,Monday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,7:58:00,Monday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,15:20:00,Tuesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,8:15:00,Thursday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision, Church areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,14:40:00,Tuesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,15:20:00,Monday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,15:55:00,Wednesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,11:44:00,Sunday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision, Church areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,11:50:00,Wednesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Office areas
2.0,3:55:00,Monday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Office areas
1.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,17:10:00,Thursday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,10:20:00,Tuesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,9:10:00,Thursday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Earth roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,21:33:00,Saturday,Earth roads,Daylight,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Earth roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,17:52:00,Monday,Earth roads,Daylight,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Gravel roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,8:06:00,Thursday,Gravel roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Collision with pedestrians,Unknown
2.0,20:00:00,Thursday,Asphalt roads,Darkness - lights lit,Normal,Collision with pedestrians,Residential areas
1.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Unknown
2.0,22:55:00,Saturday,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Unknown
2.0,23:01:00,Thursday,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,17:30:00,Wednesday,Asphalt roads,Daylight,Normal,Collision with roadside objects, Industrial areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,18:36:00,Wednesday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Rollover,Unknown
2.0,8:05:00,Thursday,Asphalt roads,Daylight,Normal,Rollover,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,21:11:00,Thursday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,  Recreational areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,8:40:00,Wednesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
1.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,12:25:00,Wednesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,16:30:00,Monday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,20:41:00,Thursday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,16:00:00,Thursday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Office areas
1.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,15:33:00,Sunday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,7:50:00,Thursday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,13:38:00,Sunday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,11:10:00,Sunday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Unknown,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,7:10:00,Tuesday,,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Collision with pedestrians,Unknown
2.0,18:20:00,Sunday,Asphalt roads,Darkness - lights lit,Normal,Collision with pedestrians,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with pedestrians,Unknown
2.0,18:33:00,Tuesday,Asphalt roads,Daylight,Normal,Collision with pedestrians, Outside rural areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with pedestrians,Unknown
2.0,18:28:00,Tuesday,Asphalt roads,Daylight,Normal,Collision with pedestrians,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with pedestrians,Unknown
2.0,14:49:00,Thursday,Asphalt roads,Daylight,Normal,Collision with pedestrians,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with pedestrians,Unknown
2.0,15:30:00,Thursday,Asphalt roads,Daylight,Normal,Collision with pedestrians,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Unknown
2.0,17:20:00,Friday,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,Unknown
2.0,9:20:00,Thursday,Asphalt roads,Darkness - lights lit,Normal,Collision with roadside objects,  Recreational areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,13:27:00,Friday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,14:40:00,Saturday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,8:00:00,Thursday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,14:20:00,Friday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,12:08:00,Friday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Office areas
2.0,15:16:00,Monday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Residential areas
1.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,5:46:00,Friday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,7:45:00,Wednesday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,13:30:00,Tuesday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,8:45:00,Tuesday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,19:08:00,Tuesday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,8:00:00,Tuesday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,18:03:00,Wednesday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,17:50:00,Wednesday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Collision with roadside objects,Unknown
2.0,7:30:00,Monday,Asphalt roads,Daylight,Normal,Collision with roadside objects,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Rollover,Unknown
2.0,19:32:00,Wednesday,Asphalt roads,Darkness - lights lit,Normal,Rollover,Office areas
1.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Rollover,Unknown
2.0,19:07:00,Friday,Asphalt roads,Darkness - lights lit,Normal,Rollover,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Rollover,Unknown
2.0,14:20:00,Tuesday,Asphalt roads,Daylight,Normal,Rollover,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Rollover,Unknown
2.0,18:50:00,Tuesday,Asphalt roads,Daylight,Normal,Rollover,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Unknown,Unknown
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,19:08:00,Tuesday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,19:50:00,Thursday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,20:39:00,Saturday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,1:15:00,Saturday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,20:15:00,Saturday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,21:43:00,Friday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,13:10:00,Saturday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,19:46:00,Friday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Other
1.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,7:00:00,Thursday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,22:50:00,Tuesday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,21:10:00,Monday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,  Recreational areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,18:49:00,Tuesday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision, Church areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,1:19:00,Monday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision, Industrial areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,19:07:00,Thursday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision, Outside rural areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,21:36:00,Tuesday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Office areas
2.0,22:35:00,Wednesday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,19:40:00,Thursday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,19:07:00,Friday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision, Church areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,0:06:00,Saturday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,21:15:00,Sunday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Residential areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,21:25:00,Thursday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Other
1.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,22:15:00,Tuesday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,22:17:00,Friday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Unknown
2.0,1:15:00,Saturday,Asphalt roads,Darkness - lights lit,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,13:40:00,Sunday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,14:49:00,Thursday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,16:31:00,Thursday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Residential areas
2.0,3:15:00,Saturday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Office areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,15:35:00,Friday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,11:38:00,Monday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,8:17:00,Tuesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,16:00:00,Wednesday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,17:35:00,Saturday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,13:15:00,Sunday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Other
1.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
2.0,12:20:00,Saturday,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision, Industrial areas
2.0,Unknown,Unknown,Asphalt roads,Daylight,Normal,Vehicle with vehicle collision,Unknown
